psraid,sample,cnvtsmp,lang,form,usr,usr1,cregion,density3,qs1,rsex,DriverText,DriverDanger,TeenText,TeenTalked,RegretText,Monitored,Spam,SleptPhone,Harassed,SendSext,ReceiveSext
201932,2,2,1,1, , ,3,3,2,2,N,N, , , , , , , , , 
202006,2,2,1,2, , ,1,5,2,1,N,Y, , ,2,1,1,1,1,2,2
202064,2,2,1,1, , ,1,4,2,1,Y,Y, , ,2,1,2,1,2,2,2
202107,2,2,1,1, , ,4,1,2,1,Y,N, , ,1,1,2,2,1,2,1
202111,2,2,1,2, , ,4,4,2,1,Y,N, , ,1,1,2,1,2,2,1
202115,2,2,1,1, , ,4,1,2,1,N,N, , ,1,2,2,1,1,2,1
202120,2,2,1,1, , ,4,5,2,2,N,N,Y,Y,1,2,2,1,2,2,2
202124,2,2,1,2, , ,3,2,2,1,Y,Y, , ,2,8,2,1,2,2,2
202127,2,2,1,1, , ,2,5,2,1,N,Y, , , , , , , , , 
202128,2,2,1,2, , ,3,4,2,1,N,N, , ,2,2,1,1,2,2,2
202147,2,2,1,2, , ,2,5,2,2,Y,Y, , ,2,2,2,2,2,2,2
202209,2,2,1,2, , ,4,1,2,1,N,N, , ,1,2,1,1,2,2,1
202266,2,2,1,1, , ,3,2,2,1,N,N, , ,1,1,1,1,2,2,2
202269,2,2,1,2, , ,3,3,2,2,N,N, , ,1,2,1,1,1,2,1
202275,2,2,1,1, , ,3,4,2,2,Y,Y, , , , , , , , , 
202314,2,2,1,2, , ,2,1,2,1,N,N,N,N,1,1,1,1,2,2,2
202397,2,2,1,2, , ,4,2,2,2,Y,N, , , ,2, ,1,2,2,2
202406,2,2,1,1, , ,4,1,2,1,N,N,N,N,1,2,2,1,1,2,2
202459,2,2,1,1, , ,1,2,2,2,N,Y, , ,2,2,1,1,2,2,2
202475,2,2,1,1, , ,3,3,2,2,N,N, ,N, ,2, ,1,2,2,2
202483,2,2,1,2, , ,1,3,2,1,Y,Y, , ,1,2,2,2,2,2,2
202491,2,2,1,1, , ,3,3,2,1,N,N,N,N,2,2,2,2,2,2,2
202614,2,2,1,2, , ,4,1,2,2,Y,Y, , , , , , , , , 
202626,2,2,1,1, , ,4,2,2,2,N,N, , ,1,2,1,1,2,2,2
202657,2,2,1,2, , ,3,3,2,2,Y,Y, , , ,2, ,1,2,2,9
202675,2,2,1,2, , ,1,2,2,1,N,Y,Y,Y,2,2,2,2,2,2,2
202681,2,2,1,2, , ,2,3,2,2,N,N, , ,2,2,2,1,1,1,2
202709,2,2,1,2, , ,1,4,2,2,Y,Y, , ,1,2,1,1,2,2,2
202725,2,2,1,2, , ,4,3,2,1,N,Y, , ,2,2,2,2,2,2,2
202784,2,2,1,1, , ,3,1,2,1,Y,Y,Y,Y,2,2,2,1,2,2,2
202815,2,2,1,2, , ,3,5,2,1,N,N, , ,1,2,1,1,1,2,2
202835,2,2,1,1, , ,2,5,2,2,N,Y, , ,1,2,1,1,2,2,2
202844,2,2,1,2, , ,2,2,2,1,Y,Y, , ,2,1,2,1,2,2,2
202896,2,2,1,1, , ,2,1,2,1,Y,Y, , ,2,2,1,2,2,2,2
202899,2,2,1,2, , ,3,2,2,1,N,N, , ,1,1,2,1,1,2,2
202935,2,2,1,1, , ,1,4,2,2,Y,Y, , ,2,8,2,1,2,2,2
202985,2,2,1,2, , ,1,4,2,2,N,N,Y,N,2,2,2,1,1,2,2
202995,2,2,1,1, , ,3,4,2,1,N,N, , ,1,1,1,1,2,2,1
203046,2,2,1,1, , ,3,1,2,1,Y,N, , ,1,2,1,1,2,2,2
203078,2,2,1,2, , ,3,4,2,2,N,Y, , ,2,1,2,1,1,2,2
203115,2,2,1,2, , ,3,2,2,2,Y,Y, , , , , , , , , 
203136,2,2,1,2, , ,2,1,2,1,Y,Y, , ,2,2,1,1,2,2,2
203160,2,2,1,1, , ,3,1,2,1,Y,Y, , ,2,2,1,2,2,9,2
203198,2,2,1,1, , ,4,1,2,2,Y,Y, , ,2,2,1,2,2,2,2
203205,2,2,1,1, , ,3,2,2,2,Y,Y, , , , , , , , , 
203216,2,2,1,1, , ,2,5,2,2,Y,Y, , , , , , , , , 
203299,2,2,1,1, , ,2,3,2,1,N,Y,Y,N,1,1,1,1,2,2,2
203316,2,2,1,1, , ,3,2,2,2,Y,N,Y,N,1,2,1,1,2,2,2
203322,2,2,1,2, , ,3,5,2,2,N,N, , ,2,1,2,2,2,2,2
203405,2,2,1,2, , ,2,2,2,1,N,Y,N,N,2,2,2,1,2,2,1
203429,2,2,1,2, , ,2,1,2,1,N,Y, , ,2,1,1,1,2,2,2
203438,2,2,1,2, , ,3,2,2,2,Y,Y, , , , , , , , , 
203448,2,2,1,2, , ,3,2,2,2,N,N, , ,2,2,2,1,2,2,2
203485,2,2,1,1, , ,2,5,2,2,N,Y, , ,2,2,1,1,2,2,2
203514,2,2,1,1, , ,2,2,2,2,N,N,N,N,2,2,1,1,1,2,1
203562,2,2,1,2, , ,3,4,2,2,N,Y, , ,2,2,1,1,2,2,2
203585,2,2,1,1, , ,4,3,2,1,N,N, , ,2,2,1,1,2,2,2
203619,2,2,1,2, , ,4,3,2,2,Y,Y, , ,1,2,1,1,1,2,2
203643,2,2,1,1, , ,3,4,2,1,Y,Y, , ,2,2,1,2,1,2,2
203687,2,2,1,2, , ,4,5,2,2,N,N,N,N,1,2,2,1,2,2,2
203711,2,2,1,2, , ,2,1,2,2,N,Y,Y,N,2,2,2,1,2,2,2
203745,2,2,1,2, , ,2,3,2,2,Y,Y, , ,2,2,2,1,2,2,2
203750,2,2,1,1, , ,1,3,2,2,Y,N, , ,2,2,2,1,2,2,2
203753,2,2,1,1, , ,3,3,2,2,N,N,Y,N,1,2,1,1,1,1,1
203798,2,1,1,1,U,1,4,4,2,2,N,N,N,Y,1,1,1,1,2,2,1
203800,2,2,1,1, , ,3,4,2,1,N,N, , ,1,2,1,1,1,1,1
203809,2,2,1,1, , ,2,5,2,1,N,N,Y,Y,2,2,1,1,1,2,2
203846,2,2,1,1, , ,2,2,2,2,Y,Y, , ,2,2,2,1,2,2,2
203850,2,2,1,1, , ,2,1,2,2,N,N, , , ,8, ,1,2,2,2
203855,2,2,1,1, , ,3,1,2,2,Y,N, , , , , , , , , 
203870,2,2,1,1, , ,3,4,2,2,Y,Y, , ,2,2,2,1,2,2,2
203886,2,1,1,2,U,1,4,5,2,2,N,N, , , ,1, ,2,2,2,2
203921,2,2,1,1, , ,2,5,2,2,N,Y,Y,N,2,2,2,1,2,2,2
203997,2,1,1,1,R,3,3,2,2,1,N,N, , ,1,2,2,1,2,2,2
204009,2,2,1,1, , ,3,1,2,1,Y,N, , ,2,2,1,1,2,2,2
204027,2,2,1,1, , ,3,1,2,2,Y,8, , , ,2, ,1,1,2,2
204069,2,2,1,1, , ,2,1,2,1,N,N,Y,Y,1,2,1,1,1,2,2
204114,2,2,1,2, , ,2,2,2,1,Y,N,Y,N,2,1,1,1,2,2,2
204140,2,2,1,1, , ,3,2,2,2,Y,Y, , ,2,2,2,1,2,2,2
204150,2,2,1,2, , ,2,5,2,2,N,N, , ,1,2,1,1,1,2,2
204207,2,2,1,1, , ,1,4,2,1,Y,Y, , , , , , , , , 
204233,2,2,1,2, , ,3,1,2,1,N,Y,Y,N,2,2,1,1,2,2,2
204242,2,2,1,1, , ,3,5,2,2,N,N, , , , , , , , , 
204305,2,2,1,1, , ,4,4,2,2,N,N,Y,N,2,2,1,1,1,1,1
204369,2,2,1,1, , ,4,1,2,1,N,Y, ,Y, ,2, ,1,2,2,1
204388,2,1,1,2,S,2,2,4,2,2,N,N, , ,1,2,1,1,2,2,2
204401,2,2,1,2, , ,4,3,2,2,N,Y, , ,1,2,2,1,1,2,2
204455,2,2,1,2, , ,4,2,2,1,Y,Y, , , , , , , , , 
204502,2,2,1,2, , ,4,4,2,2,Y,Y, , ,1,2,2,1,2,2,2
204512,2,2,1,1, , ,3,1,2,1,Y,N, , ,2,2,2,1,2,2,2
204539,2,2,1,1, , ,1,3,2,2,N,N, , , , , , , , , 
204552,2,2,1,1, , ,1,4,2,1,N,Y,N,N,2,2,1,1,2,2,2
204557,2,2,1,1, , ,3,3,2,1,N,Y, , ,1,2,1,1,2,2,2
204578,2,2,1,2, , ,2,4,2,2,Y,Y, , ,2,2,1,1,2,2,2
204584,2,1,1,1,U,1,2,4,2,2,Y,Y, , , , , , , , , 
204629,2,2,1,1, , ,3,2,2,1,Y,N, ,Y, ,1, ,1,2,2,1
204651,2,2,1,1, , ,3,3,2,2,N,Y,Y,Y,2,2,2,1,2,2,2
204670,2,2,1,1, , ,3,1,2,1,Y,Y, , , , , , , , , 
204713,2,2,1,2, , ,4,5,2,2,N,Y, , , , , , , , , 
204780,2,2,1,2, , ,3,4,2,2,Y,N, , ,1,2,1,1,2,2,2
204848,2,2,1,2, , ,2,1,2,2,N,Y, , ,2,2,2,1,2,2,2
204866,2,2,1,2, , ,3,2,2,2,N,N, , ,2,2,1,1,2,2,2
204942,2,2,1,2, , ,2,1,2,2,Y,Y,Y,Y,2,2,2,1,2,2,2
204945,2,2,1,1, , ,2,3,2,2,N,Y, , ,1,2,2,1,1,2,1
204973,2,2,1,2, , ,3,4,2,2,N,Y, , ,2,2,2,1,2,2,2
204991,2,2,1,2, , ,3,4,2,2,N,N, , ,1,2,1,1,1,2,1
205002,2,2,1,1, , ,4,2,2,1,N,Y, , ,2,2,1,1,2,2,2
205012,2,2,1,2, , ,4,1,2,1,Y,N, , , , , , , , , 
205041,2,2,1,1, , ,3,4,2,2,Y,N, , ,1,2,2,1,2,2,2
205120,2,2,1,1, , ,4,2,2,1,Y,Y,Y,Y,2,1,2,1,2,2,2
205143,2,2,1,2, , ,2,1,2,2,N,N, , ,1,8,1,1,2,2,2
205144,2,2,1,1, , ,1,5,2,1,Y,Y, , ,1,2,2,1,1,2,2
205158,2,2,1,1, , ,4,5,2,1,N,N,N,N,1,2,1,1,1,2,1
205167,2,2,1,2, , ,4,3,2,2,Y,Y, , ,2,1,1,1,2,2,2
205212,2,2,1,1, , ,1,3,2,1,N,N,Y,N,1,2,1,1,1,2,1
205233,2,2,1,2, , ,3,4,2,2,Y,Y,Y,Y,2,2,2,1,2,2,2
205287,2,2,1,2, , ,2,1,2,2,N,N,Y,N,2,2,1,1,2,2,2
205302,2,2,1,1, , ,1,5,2,2,Y,N, , , , , , , , , 
205314,2,2,1,2, , ,1,3,2,2,Y,Y,Y,N,2,2,2,1,2,2,2
205403,2,2,1,1, , ,3,4,2,2,N,N, , ,2,2,2,1,1,2,2
205407,2,2,1,2, , ,1,5,2,1,Y,Y, , , ,1, ,2,2,2,2
205451,2,2,1,2, , ,1,4,2,2,Y,Y, , , ,1, ,2,2,2,2
205488,2,2,1,1, , ,3,1,2,2,N,Y,Y,N,2,2,2,1,2,2,2
205508,2,2,1,2, , ,3,1,2,2,Y,Y, , , , , , , , , 
205509,2,2,1,1, , ,2,1,2,2,N,N, , , ,1, ,1,2,2,2
205513,2,2,1,2, , ,3,3,2,2,Y,Y, , ,2,2,2,1,2,2,2
205541,2,2,1,1, , ,2,5,2,2,N,N,N,Y,1,2,1,1,2,2,2
205544,2,2,1,1, , ,2,5,2,1,Y,Y,Y,Y,1,2,1,1,2,2,2
205562,2,2,1,2, , ,4,1,2,1,Y,Y,Y,Y,2,2,2,1,2,2,2
205566,2,2,1,2, , ,4,1,2,2,N,N,N,N,1,2,1,1,2,2,1
205593,2,1,1,2,S,2,1,3,2,2,N,Y, , , , , , , , , 
205668,2,2,1,2, , ,4,3,2,1,Y,Y, , ,2,2,1,1,1,2,2
205694,2,1,1,1,U,1,2,4,2,2,Y,N, , , , , , , , , 
205748,2,2,1,1, , ,2,4,2,2,N,Y,N,N,2,2,1,1,1,1,1
205750,2,2,1,2, , ,3,2,2,2,Y,Y, , ,2,1,1,1,2,2,2
205765,2,2,1,1, , ,3,2,2,2,Y,Y, , , , , , , , , 
205768,2,2,1,2, , ,4,2,2,2,N,N, , ,1,1,1,1,1,2,2
205794,2,1,1,2,R,3,2,1,2,1,Y,Y, , , , , , , , , 
205890,2,2,1,1, , ,2,5,2,1,Y,Y, , , , , , , , , 
205971,2,2,1,2, , ,2,5,2,2,Y,Y, , ,1,2,9,9,9,9,9
206015,2,2,1,1, , ,1,3,2,2,Y,Y, , ,2,2,1,1,2,2,2
206079,2,2,1,1, , ,1,3,2,1,Y,N, , , , , , , , , 
206153,2,2,1,2, , ,4,4,2,2,N,Y,N,N,1,2,1,1,1,2,2
206155,2,2,1,1, , ,4,2,2,2,N,Y, , , ,2, ,1,2,2,2
206225,2,2,1,2, , ,2,1,2,1,N,Y, , ,2,2,2,1,2,2,2
206226,2,2,1,2, , ,4,2,2,1,Y,Y,Y,Y,2,2,2,1,2,2,2
206229,2,2,1,2, , ,4,3,2,2,N,Y,N,N,1,2,1,1,1,2,2
206290,2,2,1,2, , ,3,3,2,2,Y,Y, , ,2,2,2,1,2,2,2
206364,2,2,1,2, , ,4,3,2,1,Y,Y, ,Y, ,2, ,1,2,2,2
206436,2,2,1,1, , ,3,1,2,2,N,Y, , ,2,1,1,1,1,2,2
206446,2,2,1,2, , ,3,4,2,1,Y,Y, , , , , , , , , 
206468,2,2,1,1, , ,2,1,2,1,Y,Y, , , ,2, ,2,2,2,2
206474,2,2,1,2, , ,3,1,2,1,Y,Y, , ,1,2,1,2,2,2,2
206536,2,2,1,1, , ,1,3,2,1,N,Y, , ,1,2,1,1,1,2,2
206553,2,2,1,1, , ,2,2,2,1,N,N, , , , , , , , , 
206599,2,2,1,1, , ,3,3,2,1,Y,Y, , ,2,2,1,1,2,2,2
206617,2,2,1,1, , ,2,3,2,2,N,Y, , ,2,2,2,2,2,2,2
206649,2,2,1,1, , ,4,2,2,1,Y,Y, , , ,8, ,8,2,2,2
206676,2,2,1,1, , ,3,4,2,2,N,N, , ,1,2,2,1,1,2,2
206683,2,2,1,2, , ,2,3,2,2,Y,Y, , , ,2, ,1,1,2,2
206686,2,2,1,2, , ,2,3,2,2,Y,Y, , , , , , , , , 
206720,2,2,1,1, , ,1,2,2,2,N,Y, , ,2,2,1,1,2,2,2
206765,2,2,1,1, , ,1,2,2,1,N,N, , , , , , , , , 
206774,2,2,1,2, , ,3,1,2,2,Y,Y, , ,2,2,2,2,2,2,2
206906,2,2,1,2, , ,3,3,2,2,Y,Y, , , , , , , , , 
206967,2,2,1,1, , ,3,2,2,2,Y,N, , ,2,1,2,1,2,2,2
206969,2,2,1,2, , ,3,1,2,2,N,N, , ,1,2,1,1,1,2,2
206991,2,2,1,2, , ,3,4,2,1,N,N, , ,1,2,1,1,1,2,1
207022,2,2,1,1, , ,4,1,2,2,N,Y, , , , , , , , , 
207059,2,2,1,2, , ,2,3,2,2,Y,Y, , , ,2, ,1,2,2,2
207111,2,2,1,1, , ,4,4,2,2,N,N, , , , , , , , , 
207119,2,2,1,1, , ,4,2,2,2,Y,Y, , ,2,1,2,2,2,2,2
207149,2,2,1,1, , ,4,5,2,2,N,N,Y,Y,1,1,1,1,2,2,2
207294,2,2,1,2, , ,3,1,2,2,N,N, , ,1,1,1,1,1,2,2
207365,2,2,1,2, , ,4,3,2,2,N,Y, , ,1,2,2,1,2,2,2
207407,2,2,1,2, , ,2,1,2,2,N,Y,Y,Y,1,2,2,1,1,1,1
207418,2,2,1,2, , ,3,1,2,1,N,N, , ,2,2,1,1,2,2,2
207450,2,2,1,1, , ,2,2,2,2,Y,Y, , , , , , , , , 
207502,2,2,1,1, , ,3,3,2,1,N,Y, , ,1,2,1,2,2,2,2
207516,2,2,1,1, , ,2,2,2,2,N,N, , ,1,1,1,1,1,2,2
207529,2,2,1,2, , ,1,4,2,2,Y,Y, , , , , , , , , 
207619,2,2,1,2, , ,2,5,2,2,Y,N, , ,2,2,2,1,2,2,2
207624,2,2,1,2, , ,3,1,2,2,N,Y, , ,2,2,2,2,2,2,2
207802,2,2,1,2, , ,3,3,2,2,N,N,Y,Y,1,2,2,1,1,2,2
207970,2,2,1,2, , ,4,4,2,2,Y,Y, , ,2,2,2,2,2,2,2
208010,2,2,1,2, , ,4,5,2,2,Y,Y, , ,2,2,2,2,2,2,2
208043,2,2,1,1, , ,2,3,2,2,N,N, , ,1,2,1,1,2,2,2
